Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code ,Previous Purchases,Payment Mode,Frequency of Purchases
207,69,Female,Watch,Accessories,4642,Delhi,M,Maroon,Summer,1.3,No,Store Pickup,No,Yes,35,Cash,Quarterly
208,59,Female,Trench Coat,Outwear,4711,Ahmedabad,XL,Green,Summer,2.6,Yes,Store Pickup,Yes,Yes,48,Netbanking,Weekly
209,67,Male,Flip Flops,Footwear,1053,Delhi,XL,Blue,Autumn,1.8,Yes,Store Pickup,No,No,46,Cash,Fortnightly
210,41,Female,Trench Coat,Outwear,2282,Coimbatore,XL,Red,Autumn,1.5,Yes,Express,Yes,Yes,36,Cash,Annually
211,32,Female,Cap,Accessories,3997,Ranchi,XXL,Pink,Summer,1.7,No,Express,No,Yes,25,Credit Card,Weekly
212,33,Female,Trousers,Clothing,185,Surat,L,Green,Spring,4.4,Yes,Express,Yes,No,47,Netbanking,Annually
213,54,Male,Cap,Accessories,1559,Chandigarh,M,Grey,Autumn,4,No,Standard,Yes,Yes,19,Netbanking,Weekly
214,28,Male,Kurta,Clothing,492,Ahmedabad,S,Pink,Summer,4.7,Yes,Free Shipping,No,No,32,Netbanking,Fortnightly
215,39,Female,Saree,Clothing,4886,Chandigarh,M,Pink,Spring,2.4,No,Standard,No,Yes,24,Cash,Weekly
216,57,Male,Flip Flops,Footwear,1713,Jaipur,XL,Brown,Summer,4.5,Yes,Next Day,Yes,Yes,38,Cash,Weekly
217,61,Female,Belt,Accessories,3491,Indore,L,Pink,Spring,1.9,No,Store Pickup,No,Yes,0,Credit Card,Monthly
218,59,Male,Belt,Accessories,3966,Bangalore,L,Green,Spring,4.4,No,Free Shipping,Yes,Yes,33,UPI,Fortnightly
219,36,Male,Sweater,Outwear,228,Kochi,L,Green,Autumn,2.6,Yes,Store Pickup,Yes,No,46,UPI,Monthly
220,38,Female,Sweater,Outwear,1412,Patna,M,Green,Summer,2.9,No,Store Pickup,Yes,No,41,Cash,Weekly
221,63,Female,Watch,Accessories,3464,Surat,L,Green,Spring,2.9,Yes,Next Day,Yes,Yes,30,UPI,Monthly
222,49,Female,Jacket,Clothing,3404,Delhi,M,Black,Winter,2.4,No,Express,No,Yes,49,Cash,Quarterly
223,36,Male,Sunglasses,Accessories,58,Chandigarh,L,White,Winter,3.3,Yes,Next Day,Yes,Yes,39,Netbanking,Quarterly
224,46,Female,Windcheater,Outwear,58,Delhi,XXL,White,Spring,4.8,No,Store Pickup,Yes,Yes,43,Cash,Weekly
225,35,Male,Loafers,Footwear,861,Indore,XXL,Navy,Spring,1.7,Yes,Free Shipping,No,No,46,Credit Card,Quarterly
226,47,Female,Loafers,Footwear,1563,Chennai,XL,Red,Winter,1.9,Yes,Express,Yes,Yes,7,Credit Card,Fortnightly
227,32,Male,Sweater,Outwear,4885,Delhi,S,Beige,Summer,1.2,Yes,Next Day,No,No,7,Credit Card,Quarterly
228,60,Male,Flip Flops,Footwear,2486,Bhopal,S,Beige,Spring,3.5,Yes,Next Day,Yes,Yes,18,Cash,Fortnightly
229,54,Male,Denim Jacket,Outwear,2174,Coimbatore,M,Yellow,Autumn,2.2,Yes,Store Pickup,No,Yes,44,Netbanking,Annually
230,16,Male,Sneakers,Footwear,924,Ranchi,XL,Black,Summer,4.1,Yes,Standard,No,Yes,29,Credit Card,Annually
231,22,Male,Hoodie,Outwear,343,Lucknow,L,Beige,Spring,2.7,Yes,Standard,Yes,Yes,8,UPI,Annually
232,55,Female,Scarf,Accessories,781,Nagpur,L,Black,Summer,2.6,No,Free Shipping,No,No,26,UPI,Fortnightly
233,70,Male,Sneakers,Footwear,869,Bhopal,XXL,Pink,Autumn,1.7,No,Free Shipping,Yes,Yes,30,Netbanking,Fortnightly
234,18,Male,Windcheater,Outwear,2163,Surat,S,Maroon,Winter,4.9,No,Store Pickup,Yes,No,42,UPI,Quarterly
235,25,Male,Cap,Accessories,115,Chennai,XXL,Pink,Autumn,4.5,Yes,Next Day,No,Yes,21,Credit Card,Fortnightly
236,41,Male,Heels,Footwear,665,Chandigarh,XL,Navy,Autumn,1.4,No,Next Day,No,Yes,31,Cash,Fortnightly
237,18,Male,Windcheater,Outwear,764,Bhubaneswar,XXL,Beige,Spring,4.6,Yes,Next Day,No,No,3,UPI,Quarterly
238,61,Female,Scarf,Accessories,3727,Pune,S,Beige,Winter,1,No,Free Shipping,No,Yes,2,UPI,Quarterly
239,22,Female,Heels,Footwear,1624,Kolkata,S,Grey,Winter,2.8,Yes,Free Shipping,Yes,No,2,Cash,Quarterly
240,53,Male,Sweater,Outwear,4106,Mumbai,XXL,Maroon,Summer,3.2,No,Store Pickup,No,Yes,44,UPI,Weekly
241,58,Female,Jacket,Clothing,4149,Indore,XL,Navy,Winter,2.1,No,Free Shipping,No,Yes,8,Netbanking,Monthly
242,61,Male,Jewelry Set,Accessories,1665,Kolkata,XXL,Maroon,Spring,3.7,Yes,Express,No,Yes,48,Credit Card,Monthly
243,52,Female,Trench Coat,Outwear,4393,Lucknow,XL,Red,Summer,1.1,Yes,Standard,Yes,Yes,17,UPI,Annually
244,69,Male,Sunglasses,Accessories,2437,Kolkata,XXL,Red,Spring,4.3,Yes,Store Pickup,Yes,No,15,Credit Card,Fortnightly
245,42,Female,Windcheater,Outwear,4543,Delhi,S,Maroon,Spring,1.8,No,Express,No,Yes,49,UPI,Annually
246,59,Male,Denim Jacket,Outwear,1551,Chennai,XXL,Blue,Autumn,1.2,No,Store Pickup,No,Yes,10,Credit Card,Fortnightly
247,61,Male,Scarf,Accessories,347,Hyderabad,L,Navy,Summer,4.1,No,Next Day,No,Yes,50,Credit Card,Monthly
248,49,Male,Formal Shoes,Footwear,4158,Chennai,XL,Brown,Autumn,1.4,Yes,Express,No,No,23,Credit Card,Weekly
249,68,Male,Trench Coat,Outwear,959,Nagpur,XL,White,Winter,4.8,No,Next Day,Yes,No,16,Credit Card,Fortnightly
250,47,Male,Scarf,Accessories,2448,Kolkata,L,Brown,Summer,4.8,Yes,Store Pickup,Yes,Yes,13,UPI,Quarterly
251,50,Female,Saree,Clothing,610,Hyderabad,S,Pink,Spring,1.2,Yes,Standard,Yes,No,35,Cash,Monthly
252,42,Female,Boots,Footwear,3715,Indore,XL,Yellow,Summer,2.6,Yes,Store Pickup,Yes,Yes,48,Cash,Fortnightly
253,34,Female,Wallet,Accessories,4988,Bangalore,L,Pink,Autumn,2.6,Yes,Next Day,Yes,Yes,8,Netbanking,Monthly
254,35,Female,Sunglasses,Accessories,111,Patna,XXL,Black,Summer,1.2,No,Store Pickup,Yes,No,13,Credit Card,Weekly
255,70,Male,Sweater,Outwear,1338,Chennai,M,Navy,Spring,1.8,Yes,Store Pickup,Yes,No,41,Cash,Annually
256,22,Male,Shirt,Clothing,4776,Kochi,L,Yellow,Winter,3.7,Yes,Standard,No,Yes,12,Credit Card,Quarterly
257,55,Female,Blazer,Outwear,4805,Hyderabad,XXL,Navy,Spring,4.2,No,Express,Yes,No,15,UPI,Quarterly
258,24,Female,Jewelry Set,Accessories,3951,Chandigarh,XL,Yellow,Spring,2.9,Yes,Express,Yes,No,8,UPI,Annually
259,17,Male,Jeans,Clothing,4786,Ranchi,XL,Navy,Winter,4.6,No,Store Pickup,No,Yes,23,Netbanking,Weekly
260,45,Male,Sunglasses,Accessories,3270,Nagpur,XXL,Red,Winter,4.4,Yes,Store Pickup,Yes,No,10,UPI,Monthly
261,38,Male,Sports Shoes,Footwear,1812,Kochi,M,Blue,Spring,2.5,Yes,Express,No,No,30,Netbanking,Fortnightly
262,22,Female,Dress,Clothing,2177,Ranchi,XXL,Navy,Winter,2.5,No,Free Shipping,Yes,No,24,UPI,Monthly
263,68,Female,Blazer,Outwear,4008,Kochi,XXL,Red,Winter,2.8,Yes,Standard,No,Yes,9,UPI,Weekly
264,58,Male,Wallet,Accessories,3416,Surat,S,Pink,Autumn,2.9,Yes,Next Day,Yes,Yes,2,UPI,Monthly
265,56,Male,Formal Shoes,Footwear,4708,Hyderabad,S,Black,Spring,4.7,No,Store Pickup,Yes,No,5,UPI,Quarterly
266,46,Male,Puffer Jacket,Outwear,1817,Bhopal,XXL,Black,Winter,3.5,No,Express,No,No,38,Cash,Weekly
267,24,Male,Windcheater,Outwear,155,Kolkata,XXL,Brown,Autumn,4.3,Yes,Express,No,Yes,50,Cash,Fortnightly
268,24,Male,Sweater,Outwear,3554,Coimbatore,XL,Yellow,Summer,3.8,No,Express,No,No,22,Cash,Quarterly
269,46,Male,Boots,Footwear,706,Lucknow,XXL,Brown,Autumn,2,Yes,Standard,Yes,Yes,24,UPI,Annually
270,22,Male,Blazer,Outwear,3510,Ranchi,L,Green,Autumn,3.3,No,Next Day,Yes,No,35,Netbanking,Weekly
271,32,Female,Scarf,Accessories,4752,Nagpur,XL,Maroon,Winter,4.4,Yes,Express,No,Yes,6,UPI,Monthly
272,37,Male,Puffer Jacket,Outwear,1336,Indore,S,Blue,Winter,2.9,No,Standard,Yes,No,14,Credit Card,Fortnightly
273,41,Female,Jacket,Clothing,4914,Delhi,M,Beige,Autumn,2.8,Yes,Store Pickup,No,Yes,2,UPI,Monthly
274,39,Male,Sneakers,Footwear,22,Chennai,S,Green,Autumn,2.4,No,Next Day,Yes,Yes,47,Cash,Fortnightly
275,38,Female,Jewelry Set,Accessories,1873,Bhubaneswar,M,Pink,Autumn,3.3,No,Express,No,Yes,35,Cash,Monthly
276,23,Female,Jewelry Set,Accessories,4426,Ranchi,L,Maroon,Autumn,4.9,No,Express,No,No,43,Netbanking,Monthly
277,23,Female,Trousers,Clothing,573,Indore,M,Beige,Winter,4.2,No,Free Shipping,Yes,No,15,Credit Card,Fortnightly
278,63,Female,Sweater,Outwear,642,Patna,M,Pink,Spring,2.4,No,Express,Yes,No,47,UPI,Weekly
279,29,Male,Boots,Footwear,1681,Ahmedabad,XXL,Yellow,Winter,4.1,Yes,Standard,No,Yes,48,Cash,Quarterly
280,47,Female,Jewelry Set,Accessories,4040,Chennai,XXL,Green,Autumn,1.9,Yes,Standard,No,No,34,Cash,Monthly
281,59,Male,Cap,Accessories,3765,Pune,XXL,Pink,Spring,3.8,Yes,Express,No,Yes,20,Credit Card,Monthly
282,51,Female,Sunglasses,Accessories,1962,Jaipur,XL,Navy,Spring,2.5,No,Next Day,Yes,No,44,Credit Card,Annually
283,44,Male,Blazer,Outwear,4700,Hyderabad,XXL,Beige,Winter,4.3,No,Express,No,No,12,UPI,Weekly
284,16,Male,Puffer Jacket,Outwear,3473,Kochi,M,Beige,Spring,4.1,No,Free Shipping,Yes,No,6,UPI,Fortnightly
285,46,Male,Boots,Footwear,3705,Surat,L,Yellow,Spring,3.2,No,Free Shipping,Yes,No,7,Credit Card,Monthly
286,65,Female,Formal Shoes,Footwear,2929,Surat,XXL,Pink,Autumn,4.6,No,Store Pickup,No,No,40,UPI,Weekly
287,56,Female,Cap,Accessories,604,Bangalore,M,Yellow,Winter,2.3,No,Free Shipping,No,No,28,Credit Card,Monthly
288,26,Male,Windcheater,Outwear,209,Hyderabad,M,Beige,Spring,4.8,Yes,Express,Yes,No,6,Cash,Fortnightly
289,19,Male,Trench Coat,Outwear,3272,Coimbatore,S,Blue,Spring,3.5,Yes,Next Day,No,Yes,15,Credit Card,Quarterly
290,49,Male,Formal Shoes,Footwear,254,Delhi,L,Yellow,Autumn,2.9,No,Store Pickup,No,Yes,44,UPI,Monthly
291,63,Female,Sweater,Outwear,4308,Patna,L,Yellow,Autumn,3.2,Yes,Next Day,No,No,26,Credit Card,Weekly
292,16,Male,Handbag,Accessories,2837,Lucknow,XL,Brown,Summer,3.8,No,Next Day,No,Yes,49,Netbanking,Annually
293,51,Female,Sneakers,Footwear,1564,Bhopal,XXL,Grey,Autumn,2,No,Next Day,Yes,No,5,Netbanking,Weekly
294,57,Female,Belt,Accessories,3402,Kolkata,S,Black,Winter,2.2,No,Store Pickup,No,No,44,Netbanking,Weekly
295,25,Male,Handbag,Accessories,4402,Mumbai,M,Blue,Spring,2.1,No,Standard,Yes,Yes,9,Cash,Quarterly
296,42,Female,Loafers,Footwear,4102,Nagpur,XL,Maroon,Summer,2.3,Yes,Standard,No,No,4,Netbanking,Weekly
297,68,Female,Boots,Footwear,123,Pune,M,Grey,Autumn,2,Yes,Express,No,Yes,33,UPI,Quarterly
298,35,Female,Sweater,Outwear,1319,Delhi,XXL,Brown,Summer,2,No,Express,No,Yes,42,UPI,Fortnightly
299,36,Male,Heels,Footwear,1391,Jaipur,XXL,Blue,Autumn,4.2,Yes,Standard,No,Yes,23,Cash,Weekly
300,21,Female,Sports Shoes,Footwear,511,Delhi,L,Beige,Winter,3.8,Yes,Express,No,Yes,20,Credit Card,Quarterly
301,60,Female,Sneakers,Footwear,2954,Hyderabad,L,Red,Autumn,3.8,No,Store Pickup,No,Yes,36,UPI,Monthly
302,62,Female,Jewelry Set,Accessories,2275,Bhubaneswar,XXL,Black,Summer,3.1,No,Free Shipping,No,No,29,Cash,Monthly
303,27,Male,Sweater,Outwear,3002,Bhubaneswar,M,Yellow,Summer,3.6,No,Express,No,Yes,39,Credit Card,Annually
304,36,Male,Sweater,Outwear,808,Coimbatore,S,Red,Winter,1.7,Yes,Express,Yes,No,12,Cash,Fortnightly
305,47,Female,Sweater,Outwear,422,Nagpur,M,Navy,Summer,1.1,Yes,Next Day,Yes,No,40,Cash,Annually
306,39,Male,Puffer Jacket,Outwear,2197,Coimbatore,S,Maroon,Summer,4.3,Yes,Express,Yes,Yes,46,UPI,Monthly
307,28,Male,Denim Jacket,Outwear,4689,Chennai,XXL,Maroon,Autumn,4,No,Next Day,No,Yes,10,UPI,Monthly
308,37,Male,Trench Coat,Outwear,4393,Bhubaneswar,XL,Yellow,Spring,3.2,No,Free Shipping,No,No,46,Credit Card,Monthly
309,40,Female,Flip Flops,Footwear,2969,Chandigarh,XL,Grey,Summer,3.9,No,Store Pickup,Yes,Yes,19,Cash,Annually
310,70,Female,Flip Flops,Footwear,197,Jaipur,XXL,Brown,Winter,1.4,No,Free Shipping,Yes,Yes,16,Credit Card,Monthly
311,32,Female,Flip Flops,Footwear,772,Ranchi,XL,Navy,Winter,3.9,No,Next Day,Yes,No,44,Cash,Monthly
312,62,Female,Handbag,Accessories,662,Delhi,L,Yellow,Autumn,2.7,Yes,Express,Yes,No,3,Credit Card,Monthly
313,50,Male,Dress,Clothing,2697,Coimbatore,M,Black,Summer,3.7,No,Next Day,Yes,Yes,27,Credit Card,Quarterly
314,37,Male,Formal Shoes,Footwear,3918,Ranchi,S,Brown,Autumn,2.1,No,Store Pickup,No,Yes,48,UPI,Quarterly
315,41,Male,Sports Shoes,Footwear,4617,Bhubaneswar,XXL,White,Winter,1.3,No,Free Shipping,Yes,Yes,42,Netbanking,Quarterly
316,28,Female,Jewelry Set,Accessories,2842,Bhubaneswar,S,Green,Winter,5,No,Store Pickup,Yes,No,2,UPI,Weekly
317,64,Male,Sunglasses,Accessories,940,Delhi,M,Navy,Winter,4.5,No,Standard,No,Yes,19,Netbanking,Quarterly
318,29,Male,Dress,Clothing,1689,Patna,XXL,Green,Autumn,3.5,Yes,Standard,No,Yes,16,UPI,Fortnightly
319,66,Female,Watch,Accessories,454,Chandigarh,S,Blue,Autumn,3.6,No,Standard,Yes,No,41,Netbanking,Weekly
320,61,Male,Trench Coat,Outwear,2604,Kochi,XXL,Brown,Summer,1.7,No,Store Pickup,Yes,Yes,15,Credit Card,Annually
321,63,Male,Windcheater,Outwear,170,Nagpur,L,Yellow,Spring,1.9,No,Standard,No,No,1,Credit Card,Weekly
322,41,Male,Loafers,Footwear,739,Indore,XXL,Beige,Winter,2.7,Yes,Next Day,No,No,28,UPI,Weekly
323,24,Female,Flip Flops,Footwear,4311,Hyderabad,XL,Black,Winter,2.3,Yes,Express,No,Yes,46,Cash,Annually
324,35,Female,Windcheater,Outwear,2262,Hyderabad,M,Blue,Winter,1.7,No,Store Pickup,Yes,Yes,14,Cash,Annually
325,24,Female,Trousers,Clothing,3083,Chennai,XL,Pink,Autumn,1.6,Yes,Express,Yes,No,48,Cash,Annually
326,63,Male,Denim Jacket,Outwear,1695,Bangalore,M,Pink,Autumn,3.8,No,Express,No,No,49,Cash,Monthly
327,36,Female,Sweater,Outwear,4705,Bhubaneswar,XXL,Brown,Summer,3.1,No,Next Day,Yes,Yes,33,Netbanking,Fortnightly
328,64,Male,Trench Coat,Outwear,1575,Lucknow,XL,Grey,Spring,4.1,No,Next Day,Yes,No,18,Cash,Monthly
329,69,Female,Sports Shoes,Footwear,760,Coimbatore,S,Black,Winter,2.6,No,Next Day,Yes,Yes,29,UPI,Quarterly
330,36,Male,Shirt,Clothing,1032,Bangalore,S,Maroon,Autumn,3.5,Yes,Store Pickup,No,Yes,24,Netbanking,Fortnightly
331,52,Male,Loafers,Footwear,1348,Hyderabad,M,Maroon,Summer,2.7,No,Next Day,No,Yes,7,UPI,Weekly
332,64,Female,Ethnic Wear,Clothing,120,Chandigarh,XL,Pink,Summer,3.4,No,Express,Yes,No,29,Netbanking,Quarterly
333,54,Male,Ethnic Wear,Clothing,2024,Patna,L,Navy,Winter,1.2,Yes,Standard,No,Yes,9,Cash,Monthly
334,21,Male,Jewelry Set,Accessories,912,Bhopal,M,Black,Spring,3.4,Yes,Next Day,No,Yes,5,Credit Card,Annually
335,68,Male,Cap,Accessories,3520,Patna,S,Green,Autumn,1.5,No,Free Shipping,No,Yes,44,UPI,Monthly
336,52,Male,Jeans,Clothing,3982,Bhubaneswar,L,Grey,Spring,2,No,Express,No,No,31,UPI,Monthly
337,28,Male,Boots,Footwear,988,Mumbai,XL,Beige,Summer,3.9,Yes,Store Pickup,No,No,2,Credit Card,Annually
338,56,Male,Sneakers,Footwear,2327,Jaipur,S,Green,Spring,3,No,Standard,Yes,No,21,Netbanking,Monthly
339,28,Female,Kurta,Clothing,2788,Kochi,XL,Red,Winter,2.9,No,Store Pickup,No,No,50,Netbanking,Fortnightly
340,51,Male,Jewelry Set,Accessories,1726,Ranchi,L,Yellow,Summer,4.9,No,Standard,No,No,40,UPI,Monthly
341,54,Male,Denim Jacket,Outwear,2545,Surat,S,Green,Autumn,1.3,Yes,Free Shipping,No,No,13,Credit Card,Weekly
342,66,Male,Dress,Clothing,1675,Bangalore,XL,Brown,Summer,4.2,Yes,Express,No,No,46,Credit Card,Annually
343,68,Male,Sandals,Footwear,1700,Delhi,XL,Grey,Summer,1,Yes,Store Pickup,Yes,No,29,Cash,Fortnightly
344,52,Female,Handbag,Accessories,1739,Surat,M,White,Spring,2.1,No,Next Day,Yes,No,9,UPI,Annually
345,55,Male,T-Shirt,Clothing,1712,Patna,L,Brown,Spring,2.1,No,Store Pickup,Yes,Yes,4,Credit Card,Monthly
346,19,Male,Scarf,Accessories,257,Kochi,S,Blue,Autumn,1.2,No,Next Day,Yes,No,39,Credit Card,Annually
347,61,Male,Watch,Accessories,3834,Ranchi,M,Blue,Autumn,1.4,No,Next Day,No,Yes,14,UPI,Monthly
348,41,Male,Jewelry Set,Accessories,2726,Surat,XL,Pink,Summer,1.3,Yes,Free Shipping,No,No,10,Credit Card,Annually
349,41,Male,Sandals,Footwear,2689,Patna,S,Green,Autumn,2.6,No,Express,Yes,Yes,30,Netbanking,Fortnightly
350,68,Female,Watch,Accessories,3586,Ranchi,L,Brown,Winter,1.7,Yes,Store Pickup,No,Yes,37,Netbanking,Annually
351,27,Female,Trousers,Clothing,3344,Bangalore,XXL,Blue,Autumn,2.3,Yes,Standard,Yes,Yes,37,Cash,Weekly
352,50,Female,Sports Shoes,Footwear,3214,Bhubaneswar,XXL,Pink,Winter,1.8,No,Free Shipping,No,No,45,Credit Card,Fortnightly
353,48,Female,Ethnic Wear,Clothing,1064,Lucknow,S,Yellow,Summer,1,No,Standard,No,Yes,15,Netbanking,Monthly
354,36,Female,Sweater,Outwear,3346,Indore,XL,Brown,Winter,3.6,No,Express,Yes,No,23,Netbanking,Weekly
355,24,Male,Sunglasses,Accessories,607,Mumbai,M,Maroon,Autumn,3.6,Yes,Standard,Yes,No,29,Netbanking,Monthly
356,48,Female,Sports Shoes,Footwear,4542,Chandigarh,XL,Yellow,Winter,1.7,Yes,Store Pickup,No,Yes,45,Credit Card,Quarterly
357,18,Female,Handbag,Accessories,3039,Pune,XXL,Pink,Summer,1.6,No,Next Day,Yes,Yes,15,Netbanking,Fortnightly
358,37,Male,Handbag,Accessories,3860,Chandigarh,XXL,Pink,Spring,2.7,No,Free Shipping,Yes,Yes,44,Credit Card,Monthly
359,56,Female,Handbag,Accessories,4756,Chennai,XXL,Red,Spring,4.2,Yes,Free Shipping,No,Yes,8,Cash,Annually
360,55,Female,Sunglasses,Accessories,2274,Jaipur,S,Maroon,Summer,3.4,Yes,Next Day,No,Yes,16,UPI,Quarterly
361,37,Male,Sneakers,Footwear,1208,Bhubaneswar,M,Pink,Autumn,4.1,Yes,Next Day,Yes,Yes,36,Credit Card,Fortnightly
362,19,Male,Wallet,Accessories,3821,Indore,XL,Green,Autumn,4,Yes,Next Day,No,No,16,UPI,Monthly
363,34,Female,Hoodie,Outwear,3149,Surat,XXL,Beige,Summer,1.4,No,Next Day,No,No,17,Credit Card,Fortnightly
364,45,Male,Cap,Accessories,4842,Kolkata,XXL,Yellow,Winter,2.3,Yes,Standard,Yes,Yes,26,Cash,Monthly
365,38,Male,Trousers,Clothing,2340,Jaipur,M,Red,Summer,3.5,Yes,Store Pickup,Yes,Yes,45,Cash,Fortnightly
366,58,Male,Heels,Footwear,928,Chennai,L,Green,Autumn,3.6,Yes,Next Day,No,No,44,Credit Card,Annually
367,33,Male,Sandals,Footwear,3155,Indore,L,Red,Spring,4.8,No,Express,No,Yes,31,UPI,Monthly
368,57,Female,Denim Jacket,Outwear,908,Hyderabad,XXL,Grey,Winter,3.5,Yes,Next Day,No,Yes,2,Cash,Fortnightly
369,17,Female,Scarf,Accessories,1239,Mumbai,S,Beige,Autumn,2.1,No,Next Day,Yes,No,30,Netbanking,Quarterly
370,30,Male,Skirt,Clothing,3169,Kochi,S,Navy,Spring,2.3,No,Next Day,Yes,Yes,23,Credit Card,Fortnightly
371,65,Female,Puffer Jacket,Outwear,1683,Chennai,XXL,Red,Autumn,3.6,No,Next Day,Yes,No,31,Cash,Quarterly
372,18,Male,Formal Shoes,Footwear,227,Ranchi,M,Pink,Autumn,1.3,No,Next Day,No,Yes,2,Credit Card,Fortnightly
373,41,Male,Handbag,Accessories,1754,Coimbatore,XL,Beige,Winter,4,Yes,Standard,Yes,Yes,31,Cash,Quarterly
374,60,Male,Saree,Clothing,137,Chennai,S,Green,Summer,2.8,Yes,Store Pickup,Yes,Yes,7,Netbanking,Monthly
375,67,Male,Sandals,Footwear,3511,Surat,XL,Yellow,Summer,4.9,Yes,Free Shipping,Yes,Yes,37,UPI,Annually
376,33,Male,Jeans,Clothing,3420,Chennai,L,Brown,Winter,2.8,Yes,Express,Yes,No,49,UPI,Fortnightly
377,16,Male,Hoodie,Outwear,1489,Bangalore,XXL,Green,Autumn,3.8,No,Express,Yes,Yes,40,Credit Card,Monthly
378,31,Male,Windcheater,Outwear,328,Bhubaneswar,M,Maroon,Autumn,3.4,Yes,Free Shipping,No,No,0,UPI,Weekly
379,22,Female,Skirt,Clothing,4441,Coimbatore,M,Pink,Winter,2.1,Yes,Standard,Yes,No,31,UPI,Weekly
380,57,Female,T-Shirt,Clothing,2355,Kolkata,XL,Green,Spring,3.5,No,Standard,Yes,Yes,34,UPI,Weekly
381,48,Male,Trousers,Clothing,600,Ahmedabad,XL,Navy,Spring,2.7,No,Express,Yes,No,14,Cash,Weekly
382,28,Female,Puffer Jacket,Outwear,1827,Bangalore,XL,Navy,Autumn,1.2,No,Express,Yes,No,11,Netbanking,Annually
383,62,Male,Sports Shoes,Footwear,2957,Jaipur,M,Yellow,Winter,1.1,Yes,Free Shipping,Yes,Yes,29,Netbanking,Quarterly
384,30,Female,Loafers,Footwear,4964,Chennai,XXL,Black,Winter,1.3,No,Express,No,No,17,Cash,Quarterly
385,36,Female,Flip Flops,Footwear,4766,Ahmedabad,XXL,Black,Summer,2.7,Yes,Standard,No,Yes,27,Netbanking,Quarterly
386,47,Male,Trousers,Clothing,700,Patna,S,Maroon,Autumn,4.8,Yes,Free Shipping,No,Yes,41,Cash,Fortnightly
387,35,Male,Sweater,Outwear,3782,Ranchi,XXL,Red,Autumn,2.9,Yes,Next Day,Yes,No,40,Netbanking,Fortnightly
388,60,Female,Jacket,Clothing,4369,Delhi,L,Grey,Spring,3.8,Yes,Standard,No,Yes,32,Credit Card,Fortnightly
389,39,Female,Jacket,Clothing,354,Nagpur,L,Black,Summer,3.2,Yes,Express,No,Yes,34,Cash,Quarterly
390,36,Female,Flip Flops,Footwear,2210,Coimbatore,XL,Green,Summer,1.3,No,Next Day,No,Yes,30,Credit Card,Quarterly
391,28,Female,Wallet,Accessories,735,Bangalore,XL,Black,Spring,4.8,Yes,Standard,Yes,No,7,UPI,Quarterly
392,49,Male,Flip Flops,Footwear,2421,Bhopal,XXL,Black,Autumn,2.4,No,Standard,No,Yes,4,Cash,Weekly
393,53,Female,Cap,Accessories,2693,Kochi,XXL,Beige,Autumn,2.8,Yes,Free Shipping,Yes,No,14,Netbanking,Annually
394,25,Female,Handbag,Accessories,2349,Chandigarh,M,Navy,Winter,3.8,No,Express,Yes,Yes,10,UPI,Fortnightly
395,52,Male,Dress,Clothing,3631,Jaipur,L,Black,Winter,3.2,Yes,Free Shipping,No,Yes,23,Netbanking,Monthly
396,23,Male,Boots,Footwear,3334,Kochi,M,Pink,Spring,1.6,No,Free Shipping,No,No,48,UPI,Monthly
397,60,Male,Blazer,Outwear,3943,Delhi,M,Beige,Summer,2.2,No,Store Pickup,Yes,No,22,Cash,Annually
398,57,Male,Ethnic Wear,Clothing,4799,Coimbatore,M,Green,Winter,1.1,No,Standard,No,Yes,31,Credit Card,Monthly
399,41,Male,Dress,Clothing,3523,Nagpur,XL,Yellow,Summer,2.1,No,Free Shipping,No,Yes,13,Netbanking,Quarterly
400,26,Female,Blazer,Outwear,3413,Hyderabad,XXL,Navy,Summer,1.6,No,Next Day,No,Yes,37,Netbanking,Fortnightly
401,56,Female,Jacket,Clothing,3415,Chennai,XXL,Pink,Winter,1.8,No,Free Shipping,No,Yes,19,Credit Card,Quarterly
402,17,Male,Denim Jacket,Outwear,1281,Jaipur,L,Beige,Autumn,1.5,No,Next Day,Yes,No,44,UPI,Fortnightly
403,47,Male,Shirt,Clothing,4926,Nagpur,XXL,Pink,Autumn,4.5,No,Standard,No,Yes,16,UPI,Monthly
404,36,Female,Kurta,Clothing,1129,Nagpur,M,Red,Spring,2.4,No,Standard,No,No,33,Cash,Monthly
405,64,Male,Formal Shoes,Footwear,4925,Chennai,XXL,Yellow,Spring,4.3,No,Free Shipping,No,Yes,34,Credit Card,Weekly
406,49,Female,Kurta,Clothing,3075,Kochi,XL,Yellow,Winter,1.4,Yes,Store Pickup,Yes,Yes,50,Cash,Quarterly
407,23,Male,Hoodie,Outwear,162,Kochi,L,Green,Spring,1.6,No,Store Pickup,No,Yes,45,Credit Card,Fortnightly
408,24,Male,Saree,Clothing,1876,Lucknow,M,White,Winter,4.9,No,Standard,Yes,Yes,49,Netbanking,Quarterly
409,22,Male,Saree,Clothing,4226,Ranchi,S,Pink,Summer,4.6,Yes,Standard,No,Yes,48,Cash,Fortnightly
410,27,Female,Flip Flops,Footwear,259,Bangalore,M,Maroon,Spring,4.8,No,Free Shipping,Yes,Yes,32,Cash,Fortnightly
411,29,Male,Skirt,Clothing,2328,Chennai,XXL,Red,Summer,4.7,No,Free Shipping,Yes,No,43,Cash,Weekly
